0.046100,0.390000
0.167300,0.512900
0.019900,0.413400
0.400000,0.759900
0.310000,0.643900
0.429900,0.585600
0.242700,0.390000
0.449900,0.684300
0.173400,0.610200
0.020000,0.463200
0.273100,0.510600
0.330000,0.664100
0.163400,0.389900
0.020000,0.476400
0.310000,0.560000
0.292700,0.531700
0.263300,0.790000
0.143100,0.519400
0.110000,0.596400
0.276800,0.790100
0.430000,0.720000
0.330000,0.602900
0.330000,0.650700
0.450000,0.707500
0.286700,0.790000
0.406400,0.759900
0.429900,0.613300
0.212300,0.649800
0.159000,0.489700
0.023300,0.390000
0.130000,0.586400
0.310000,0.637000
0.249200,0.390000
0.255000,0.644700
0.185200,0.565100
0.449900,0.557600
0.445000,0.650000
0.130000,0.656900
0.330000,0.609400
0.130000,0.599600
0.130000,0.690000
0.327100,0.790000
0.020000,0.482800
0.159500,0.568700
0.429900,0.619800
0.020000,0.663600
0.103500,0.790000
0.330000,0.615900
0.130000,0.606100
0.226100,0.390000
0.109800,0.790000
0.449900,0.544200
0.190000,0.580000
0.099800,0.389900
0.274900,0.390000
0.429900,0.626300
0.080100,0.780100
0.309900,0.667000
0.215200,0.657800
0.257100,0.638600
0.251000,0.577200
0.437000,0.719900
0.330000,0.657000
0.310000,0.572800
0.330000,0.579800
0.329900,0.673400
0.109900,0.520300
0.020000,0.525200
0.056600,0.389900
0.320100,0.690000
0.079500,0.389900
0.110000,0.546700
0.062900,0.389900
0.430000,0.579900
0.109800,0.506700
0.409800,0.739900
0.300000,0.790000
0.302400,0.510300
0.150500,0.790000
0.156800,0.790000
0.330000,0.593000
0.069500,0.389900
0.300200,0.390000
0.130000,0.612600
0.449900,0.503500
0.399900,0.420200
0.330000,0.553200
0.330000,0.573100
0.274700,0.585600
0.110000,0.540000
0.285700,0.552600
0.276700,0.500100
0.236900,0.619400
0.399900,0.433400
0.330000,0.566400
0.196300,0.599700
0.020000,0.636800
0.080100,0.760000
0.426900,0.450100
0.100000,0.790000
0.399900,0.440000
0.289000,0.542900
0.196000,0.597900
0.330000,0.559700
0.162200,0.497800
0.020000,0.650000
0.307500,0.510300
0.439900,0.719900
0.413000,0.450000
0.130000,0.634600
0.130000,0.674900
0.187100,0.571400
0.020000,0.518300
0.109900,0.533300
0.323200,0.390000
0.430100,0.450100
0.429900,0.590000
0.089600,0.389900
0.449900,0.703400
0.136800,0.790000
0.019800,0.419900
0.130000,0.523300
0.449900,0.460000
0.109900,0.526600
0.207200,0.632300
0.019800,0.426500
0.449900,0.466600
0.144000,0.790000
0.060000,0.749900
0.223700,0.690000
0.304900,0.510300
0.310000,0.626900
0.211300,0.647100
0.297300,0.390000
0.050000,0.749900
0.230000,0.690000
0.110000,0.643400
0.120100,0.790000
0.056300,0.749900
0.310000,0.490000
0.383200,0.389900
0.310000,0.600300
0.254000,0.647600
0.243600,0.679300
0.214300,0.655400
0.446000,0.450100
0.429900,0.569900
0.276000,0.501800
0.309900,0.673100
0.227700,0.647200
0.450000,0.719900
0.130000,0.668000
0.310000,0.613500
0.194000,0.592600
0.262500,0.542400
0.267100,0.608300
0.423300,0.450100
0.080000,0.766300
0.130000,0.556200
0.020000,0.587100
0.130000,0.573300
0.110000,0.560800
0.020000,0.501900
0.185700,0.647200
0.247200,0.588700
0.109900,0.687300
0.174500,0.613600
0.130000,0.549500
0.020000,0.740000
0.020000,0.600300
0.224900,0.655500
0.109900,0.677800
0.449900,0.472900
0.110000,0.636500
0.449900,0.550100
0.206500,0.789900
0.347300,0.390000
0.173000,0.790000
0.330000,0.510000
0.227100,0.690000
